页码,汉字,拼音,Unnamed: 3,其他读法,标记,后续汉字,IPA识别
193,通火棍,thon33hu55kuen52,,kuen3;kuoen3,,,
193,火锨,hu335shien52,,,,火铲子,khoiẽkt
193,火钳,hu335geen52,,geen2;jien2,,,klhudʑiẽ
193,拔火管,baeq1hu55kuoen52,,,,,kbʔukustkk
193,拔火筒,baeq1hu55don52,,,,,
193,高帽子,kau33ma55tsy52,,ma6;mau6tsy3;tseq7,,,fkɒmɒts
193,镬,woq23,,,,,
193,饭镬,vaen11woq5,,vaen2;vaen6,,煮饭的铁锅,
193,淘,dau231,,ucu2;dau2;gnep,,上有木筒的铁锅用以增加容量,dɦuoʔlltl
193,镬,woq23,,,,炒锅,
193,砂锅,so33ku52,,,,,soku
194,第七章,di11chiq1tsaon11,,,,,
194,钢宗锅,kaon33tson55ku52,,,,铝锅,kɒŋtsoŋku
194,暖锅,noen115ku52,,,,火锅,lnøkuki
194,整盘,tseon335boen52,,,,铛,ktɒb
194,余筒,yu11don55,,yu2;yu2,,烫酒用的铁皮筒,kttsʰẽdoŋilk
194,饭桶,vaen11don55,,vaen2;vaen6,,盛饭用的木桶,ivdoŋk
194,饭囤,vaen11doen52,,vaen2;vaen6doen4;doen4,,窠饭锅保温的草窝,lllivdøkʰotli
194,饭窠,vaen11kho52,,vaen2;vaen6,,,kvæ̃kʰo
194,蒸笼,tseon33lon52,,lon4,,,tsəŋloŋ
194,蒸笼脱,tseon33lon55theq54,,lon4treq7;thoeq7;thoq7;thoq7,,蒸,kttsəŋloŋtʰøʔk
194,饭架,vaen11cia55,,vaen2;vaen6cru5;ko5,,蒸算子,kvæ̃kof
194,镁盖,ke33,,,&,,
194,高脚,kau33ciaq5,,,,高边的木制锅盖,
194,锅盖,ku33ke55,,,,铝锅的锅盖,kukl
194,镬抢,woq1chian55,,chian3;chian3,,锅铲,
194,饭瓢,vaen11biau52,,vaen2;vaen6,,盛饭的勺,lvæ̃biɒ
194,铁丝兜,thiq3sy55teu52,,,,篱,kftʰiʔst
194,撩兜,ihiau33teu52,,liau2;liau6;liau6,,,kliɒt
194,水勺,sy335dzoq54,,sy3;se38boz,&,,kszoʔ
194,瓢,biau231,,,,葫芦瓢,biɒl
194,勺,dzoq23,,8boz,,铁制水勺,zoʔk
194,铜吊,don11tiau55,,,,铜制水勺,tk
194,淘萝,dau11lo52,,ucu2;dau2;gneplo2,,淘米用的小竹箩,
194,筲箕,sau33ci52,,,,,
194,筅帚,shien335tseu52,,,,,
194,炊帚,tshy33tseu55,,lsrly 1;tshe1,,,
194,碗,uoen335,,,,,iu
194,碗盏,uoen335tsaen52,,,,,uøtsæ̃
194,碗扎底,uoen335tsaq5ti52,,tsaeq7;tsaeq7;tsaeq7;tsaeq7ti3;ti3;ti3,,,utsʔtii
194,碗的底圈,uoen335tiq5ti55jien52,,ti3;ti3;ti3jien4;chioen1,,,
194,高脚碗,kau33ciaq5uoen52,,,,,ikptiaʔli
194,底圈高的碗,ti335jien55kau55tiq5uoen52,,ti3;ti3;ti3jien4;chioen1,,,
194,短底碗,toen335ti55uoen52,,ti3;ti3;ti3,,,ktiuøtkk
194,底圈矮的碗,ti335jien55a55tiq5uoen52,,ti3;ti3;ti3jien4;chioen1,,,
195,海碗,he335uoen52,,,,大碗,tihui
195,酒盅,cieu335tson52,,,,小酒杯,tɕiɤtsoŋ
195,老酒壶,lau115cieu55wu52,,lau4;lau6,,,lɒtiɤɦu
195,急苏壶,ciq3su55wu52,,n5,,一种方形的酒壶,tiʔsuɦuflf
195,酒呷,cieu335haeq54,,,,从酒坛里吸酒的器具,ltiʔkktlllkl
195,桶盘,don115boen52,,,,大盘,tdoŋbk
195,碟,diq23,,,,,diʔ
195,筷,khua33,,,,,ikʰa
195,箸笼,dzy11lon11,,lon4,,,dzloŋ
195,筷筒,khua33don33,,,,,titkʰuadoŋ
195,瓢羹,biau11kan52,,tp;rene,,调,
195,莲子飘美,lien11tsy55phiau55me52,,tsy3;tseq7,,小调,
195,碗架,uoen335cia52,,cru5;ko5,,,ikɡ
195,橱,jiu231,,,,放碗碟和菜肴的橱柜,
195,凉橱,lian11jiu52,,,,,iliaŋdʑy
195,吊橱,tiau33jiu33,,,,用铁丝或绳子吊起的放碗碟和菜看的小橱柜,tipʑyktlŋkli
195,茶壶,dzo11wu52,,,,,dzoɦk
195,烧水壶,sau33sy55wu52,,sy3;se3,,,
195,茶杯,dzo11pe52,,,,,dzop
195,杯子,pe33tsy55,,tsy3;tseq7,,,pts
195,茶缸,dzo11kaon52,,,,较大的搪瓷杯,dzokɒŋlt
195,茶碗,dzo11uoen55,,,,,dzouø
195,茶盅,dzo11tson52,,,,,ldzotsoŋ
195,闷盖碗,mheen33ke55uoen52,,mheen1;meen6,,,lmẽkui
195,盖碗,ke33uoen33,,,,,
195,茶盘,dzo11boen52,,,,,fdzobø̃
195,热水壶,gniq1sy55wu52,,sy3;se3,,,knisɦul
195,暖壶,noen115wu52,,,,,
195,冷水壶,lan115sy55wu52,,lan4;leon4sy3;se3,,,ktlaŋsɦu
195,瓶,bin231,,,,,biŋ
195,罐头,kuoen33deu33,,,,,kuø̃dkfts
195,菜瓶,tshe33bin33,,,,圆形的大瓷罐,tsʰbiŋf
196,瓶,bin231,,,,锡制的瓶,
196,钵头,peq3deu52,,,,,pʔd
196,油墩,yeu11toen52,,yeu2;yeu6,,较矮的,ɦiɤtø̃baŋktkl
196,坛,daen231,,daen2;daen2;doen2;doen2,,较高的,tdø̃t
196,瓶盖头,bin11ke55deu52,,,,,klbiŋʔkd
196,瓶塞,bin11sa55,,sa5;seoq7,,,biŋsʔ
196,漏斗,leu11teu11,,teu5,,,tlɤtɤ
196,狮子缸,sy33tsy55kaon52,,tsy3;tseq7,,有环,tstskɒŋt
196,七石缸,chiq3zaq5kaon52,,zaq8;zeoq8,,,tɕʰiʔzaʔkɒŋktvkla
196,大水缸,da11sy11kaon11,,do6sy3;se3,,容量一般在七石以上,
196,担桶,taen33don55,,taen1;taen5,,,tltftæ̃doŋkkt
196,斗桶,teu335don52,,teu5,,小水桶,tɤdoŋvf
196,挈桶,chiq3don55,,,,手提的小水桶,
196,吊桶,tiau33don33,,,,从井里汲水的小桶,tidoŋkkf
196,薄刀,bo11tau11,,ooo;ooo,,菜刀,boʔʔtɒ
196,砧板,tseen33paen55,,,,案板,ltsẽp
196,墩头,toen33deu52,,,,菜墩子,tødɤtf
196,水缸,sy335kaon52,,sy3;se3,,,tlksskkɒŋ
196,甜水钵头,dien11sy55peq5deu52,,sy3;se3,,,
196,鸡槽,ci33za52,,za2;dzau2;zau2;zau2,,喂鸡的食槽,oizɡtfk
196,狗气煞,keu335chi55saeq54,,,,一种喂鸡的食槽有挡狗的器具狗不能,tktʰisʔtktkf
196,接近取食,ciq3jin55chiu55zeoq54,,,,,tfy
196,柴,za231,,,,柴火,k
196,塘柴,daon11za52,,,,,dɒŋza
196,木柴,moq1za52,,,,,
196,稻草,dau115tshau52,,,,稻秆,ɒsʰɒfff
196,麦秆草,maq1keen55tshau52,,,,,fmaʔkẽtsʰɒf
196,麦秆,maq1keen55,,,,,
196,刨花柴,bau11huo11za11,,,,,tlbɒhuoza
196,解屑,ka335shiq54,,ka5;ka5;cia3;cia5;cia5sriiq7;soeq7,,锯末,fkaɕiʔk
197,发火柴,faeq3hu55za52,,faeq7;faeq7,,引火柴,kʰfʔhuzak
197,煤头,me11deu52,,,,纸媒儿,lmd
197,柴堆,za11te52,,,,,kzɡt
197,火堆头,hu335te55deu52,,,,,khutdɤ
197,松毛柴,son33mhau55za52,,son1;son1mhau1;mau2,,,soŋɒzatlkk
197,柴刀,za11tau52,,,,,zatɒ
197,柴间,za11kaen52,,cien1,,,ak
197,炭,thaen33,,,,,tʰæ̃
197,刚炭,kaon33thaen55,,,,硬炭,tkɒŋtʰæ̃s
197,麸炭,fu33thaen55,,,,木柴燃烧后成的炭经不住燃烧,futʰæ̃lʔk
197,炭,thaen33,,,,炭饼小火熄一个过夜还蛮蛮猛味,tʰæ̃
197,煤,me231,,,,,ɦuoʔm
197,煤油,me11yeu52,,yeu2;yeu6,,,mɦiɤ
197,洋油,yan11yeu52,,yeu2;yeu6,,,fɦiaŋɦis
197,火油,hu335yeu52,,yeu2;yeu6,,,khuɦiɤ
197,汽油,chi33yeu33,,yeu2;yeu6,,,tʰiɦi
197,盘士林,boen11zy55lin52,,,,旧日词,
197,自来火,zy115le55hu52,,zy4;zy6;zy6;zhi6,,,kkzlhu
197,鉴来火,cien33le33hu33,,cien5;cien5,,,
197,火柴,hu335za52,,,,,ktzɡ
197,自来火梗,zy115le55hu55kuaon52,,zy4;zy6;zy6;zhi6kuaon3;keon3,,,kkkizlhukuaŋ
197,火石,hu335zaq54,,zaq8;zeoq8,,,kihuzaʔ
197,松明,son33meen55,,son1;son1meen4;min2,,,lsoŋiŋiflkyl
197,亮篾,lian11miq1,,,,竹篾编的火把然支好点得去走夜路,
197,镬灰,woq1hue52,,,,锅底的黑煤,
197,镁煤,me231,,,&,,
197,亮,lian11,,,,旧指油灯,liaŋll
197,灯盏,teon33tsaen55,,,,头油灯,ktŋtsdɤsll
197,油灯盏,yeu11teon55tsaen52,,yeu2;yeu6,,,ɦiɤtəŋtss
198,灯心,teon33shin52,,,,灯草,təŋɕiŋ
198,灯台,teon33the52,,de2,,,təŋd
198,灯笼,teon33lon52,,lon4,,,tŋiloŋ
198,洋油灯,yan11yeu55teon52,,yeu2;yeu6,,,flkɦiaŋɦiɤtəŋ
198,美孚灯,me115fu55teon52,,,,,ifmfutəŋ
198,马灯,mha33teon52,,mha1;mo4,,,klmotəŋ
198,电灯,dien11teon11,,,,,lldiẽtəŋ
198,电灯泡,dien11teon11phau11,,phau1;phau5;phau5;phau5,,,ltldiẽtəŋpʰɒ
198,灯泡,teon33phau52,,phau1;phau5;phau5;phau5,,,ttŋpʰɒ
198,台灯,the33teon52,,de2,,,dtəŋ
198,壁灯,piq3teon52,,,,,tklpiʔtəŋ
198,吊灯,tiau33teon33,,,,,ltiɒtəŋ
198,日光灯,gni11kuaon11teon11,,gni6;zeq8;zeq8;gniq8kuaon1,,,ltzʔkuɒŋtəŋ
198,灯管,teon33kuoen55,,,,,ktəŋkuø
198,灯罩,teon33tsau55,,,,,təŋtsɒ
198,火表,hu335piau52,,piau3;piau3,,,khupil
198,电表,dien11piau11,,piau3;piau3,,,
198,电筒,dien11don11,,,,,lltdiẽdoŋ
198,手电,seu335dien52,,,,,tsɤdi
198,电池,dien11dzy11,,,,,lldid
198,电油,dien11yeu11,,yeu2;yeu6,,,llldiẽɦi
198,蜡烛,laeq1tsoq5,,,,土制的红色或白色的蜡烛,lʔtsoʔt
198,洋蜡烛,yan11laeq5tsoq54,,,,,iɦiaŋlʔtsoʔ
198,火炉,hu335lu52,,,,,klhulus
198,暖炉,noen115lu52,,,,,lui
198,火熜,hu335tshon52,,,,手炉脚炉,
198,火盆,hu335been52,,,,,kʔubẽs
198,汤婆子,thaon33bo55tsy52,,thaon5;thaon5mo2tsy3;tseq7,,,itʰɒŋmots
198,热水瓶,gniq1sy55bin52,,sy3;se3,,睡觉时取暖用的水瓶,vkȵiʔsbiŋiillllllllk
198,热水袋,gniq1sy55de52,,sy3;se3,,,tŋiʔsd
199,脸盆,lien115been52,,,,,liẽb
199,脸盆架,lien115been55cia52,,cru5;ko5,,,libko
199,脚桶,ciaq3don55,,,,,tɕiaʔdoŋlt
199,毛巾,mhau33cin52,,mhau1;mau2,,,lllmɒitɕiŋ
199,手巾,seu335cin52,,,,,flsɤtɕiŋ
199,脚布,ciaq3pu55,,pu5,,,
199,擦脚布,tshaeq3ciaq5pu52,,pu5,,,
199,肥皂,bi11zau55,,vi2zau4;zau6,,,bizɒ
199,洋肥皂,yan11bi55zau52,,vi2zau4;zau6,,,iɦiaŋʔbizɒ
199,香肥皂,shian33bi55zau52,,vi2zau4;zau6,,香皂,ɕiaŋbizɒ
199,药水肥皂,yaq1sy55bi55zau52,,sy3;se3vi2zau4;zau6,,药皂,kɦiaʔsbizɒk
199,香水,shian33sy55,,sy3;se3,,,kɕiaŋs
199,花露水,huo33lu55sy52,,sy3;se3,,,huolus
199,生发油,san33faeq5yeu52,,san1;seon1faeq7;faeq7yeu2;yeu6,,,tsəŋfʔɦiɤ
199,碱子,kaen335tsy52,,cien3;cien3tsy3;tseq7,,碱,fkæ̃tsʔ
199,老碱,lau115kaen52,,lau4;lau6cien3;cien3,,,lɒkæ̃
199,洗衣粉,shi335i55feen52,,,,,tiifẽ
199,肥皂粉,bi11zau55feen52,,vi2zau4;zau6,,,bizɒfẽ
199,浇水壶,ciau33sy55wu52,,sy3;se3,,喷壶,ktɕiɒsɦuf
199,洒水壶,sa33sy55wu52,,sy3;se3,,,ksasɦu
199,牙刷,ngo11seq5,,,,,kŋosʔ
199,牙擦,ngo11tshaeq5,,,,,fŋotsʰʔ
199,牙膏,ngo11kau52,,,,,kŋoʔkɒ
199,牙粉,ngo11feen55,,,,,ŋofẽ
199,荡口杯,dan11kheu11pe11,,dan6;daon4;daon4;daon4;ddon4;daon6,,漱口用的杯子,ldɒŋkʰɤptf
199,梳头家生,su33deu55cia55san52,,tn5;tni5ke1;ko1;ko1;ko1;cio1san1;seon1,,梳头用具,ʑydkosɡŋt
199,镜,cin33,,,,,ttiŋ
199,掠子,liaq1tsy55,,tsy3;tseq7,,梳子,tʔliaʔtstf
199,篦箕,bi11ci11,,,,篦子,bitɕif
199,耳朵,gni115to52,,gni4;14,,耳挖子,
199,剔牙仗,thiq3ngo55tsan52,,tsan5;dzan4,,牙签,ftʰiʔŋodzaŋ
200,第七章,di11chiq1tsaon11,,,,,
200,刷子,seq3tsy55,,tsy3;tseq7,,短毛刷子,kfsʔtsll
200,刷帚,seq3tseu55,,,,长毛的刷子,ksʔtsɤtklf
200,樟脑,tsan33nau55,,tsaon1;tsaon1,,丸,iitsɒŋɒɦu
200,擦板,tshaeq3paen55,,,,搓板,tsʰʔpk
200,棒槌,baon115dzy52,,uzy2;zy2;dze2;zy2;dze2,,,tbɒŋz
200,眼权,ngaen115jioen52,,,,叉杆用的竹权子,lɒŋtsʰolll
200,递权,di11jioen11,,,,递有韵尾是儿化韵的残余形式,tdiŋitsʰoŋlf
200,三脚,saen33ciaq5,,,,架三根竹杆捆在一起分开站立可以在上,sæ̃tɕiaʔkotfttl
200,面放置杆,mien115faon55tsy55keen52,,mien4;mien6;mien6;mien6,,,l
200,熨斗,ioen33teu33,,in5;in5;in5;ioeq7;loeq7;ioq7teu5,,电斗,iŋtll
200,烫斗,thaon33teu33,,teu5,,火熨斗,itʰŋtɤk
200,扫帚,sau335tseu52,,sau5,,,sɒtsltʔ
200,笤帚,diau11tseu55,,,,,
200,掸帚,taen335tseu52,,,,子,tæ̃tsɤ
200,鸡毛帚,ci33mhau55tseu52,,mhau1;mau2,,,
200,鸡毛掸子,ci33mhau55taen55tsy52,,mhau1;mau2tsy3;tseq7,,,
200,被豁,bi115huaq54,,dp4;bi6huaeq7;huaeq7;huaeq7;huaeq7,,被褥晾晒后拍打灰尘的工具,biulilkl
200,奋斗,feen33teu33,,teu5,,簸箕,
200,筲箕奋斗,sau33ci55feen55teu52,,teu5,,,
200,香,shian52,,,,线香,ɕiaŋʔ
200,盘香,boen11shian52,,,,,tbøɕiaŋ
200,蚊虫香,meen11dzon55shian52,,meen2;veen2,,,ʔmẽdzoŋiɕiaŋ
200,苍蝇拍,tshaon33in55phaq54,,,,,sttfttsʰɒŋiŋpʰʔ
200,楷桌布,kha335tsoq5pu52,,pu5,,振布,
200,拖帚,tha33tseu55,,lric1;tho1,,拖把,tʰotsɤ
200,草纸,tshau335tsy52,,,,手纸,itsʰɒts
200,毛纸,mhau33tsy55,,mhau1;mau2,,,mɒits
200,夜壶,ya11wu11,,,,,iɦiaɦu
200,尿瓶,shi33bin52,,tc;ne,,,kɕibiŋ
201,搭地蝮,taeq3di55phoq54,,fea7;foq7;foq7,,夜壶很像地上盘着的一堆蝮蛇故名,
201,马桶,mha33don55,,mha1;mo4,,桶,modoŋli
201,把桶,po335don52,,,,有提梁的马桶,podoŋfl
201,痰孟,daen11man55,,,,罐,
201,痰罐,daen11kuoen55,,,,,tdku
201,洋车,yan11ciu52,,cru1;tsho1,,缝机,fiɦiaŋtsʰotkl
201,饵线,gni115shien52,,14,,缝衣针,liiẽ
201,别针,beq1tseen52,,beq8;beq8;piq7;piq7;piq7;piq7;piq7;biq8;biq8;biq8;biq8;biq8;biq8tseen1;cin1,,,lbiʔtsẽ
201,顶针,teon335tseen52,,tin3tseen1;cin1,,,tiŋtsẽ
201,线板,shien33paen33,,,,,ɕip
201,饵线板,gni115shien55paen52,,14,,,tlȵiɕiẽpæ̃k
201,线,shien33,,,,,ɕiẽ
201,绳,zeon231,,,,,zəŋ
201,头绳,deu11zeon52,,,,,lldɤzəŋ
201,纱,so52,,,,,so
201,花车,huo33ciu52,,cru1;tsho1,,纺车,huotsʰo
201,纬绩头,yu11ciq1deu11,,yu6;we4,,裹有壳的纺锭,iɦytɕiʔdkʑ
201,结头,ciq3deu52,,,,线上打的结子,tɕiʔdi
201,结,ciq45,,,,,tɕiʔ
201,抽股结,tsheu33ku55ciq54,,,,活结,tʰiɤktiʔ
201,线脚,shien33ciaq3,,,,针脚,itɕiaʔl
201,补丁,pu335tin52,,,,,kputiŋ
201,托袜板,thoq3maeq5paen52,,thoq7;thoq7,,,fktʰoʔmʔpæ̃kttlli
201,袜托,maeq1thoq5,,thoq7;thoq7,,,ktmʔtʰoʔ
201,日历,gni11liq1,,gni6;zeq8;zeq8;gniq8liq8;liq8;liq8,,,fzʔliʔ
201,历日,liq1gni55,,liq8;liq8;liq8gni6;zeq8;zeq8;gniq8,,本,lliʔizʔpẽ
201,钟,tson52,,tson1;tson1,,,tsoŋ
201,自鸣钟,zy115min55tson52,,zy4;zy6;zy6;zhi6tson1;tson1,,,ltzmẽiŋtsoŋ
201,闹钟,nau11tson11,,tson1;tson1,,,knɒtsoŋ
202,第七章,di11chiq1tsaon11,,,,绍兴方言分类词汇中,
202,台钟,the33tson52,,de2tson1;tson1,,,dtsoŋ
202,挂钟,kuo33tson33,,tson1;tson1,,,tllkuotsoŋ
202,表,piau335,,piau3;piau3,,,kpiɒ
202,手表,seu335piau52,,piau3;piau3,,,sɤpiɒ
202,挂表,kuo33piau33,,piau3;piau3,,,kuopiɒi
202,近视眼镜,jin115zy55ngaen55cin52,,,,,illlldʑiŋzŋæ̃tɕiŋ
202,老花,lau115huo52,,lau4;lau6,,眼镜,lllɒlhuoŋæ̃tɕiŋ
202,太阳眼镜,tha33yan33ngaen33cin33,,yan2;ian1,,,klllltʰaɦiaŋŋæ̃tɕiŋ
202,太阳镜,tha33yan33cin33,,yan2;ian1,,,klltʰaɦiaŋtɕiŋ
202,茶视眼镜,dzo11zy55ngaen55cin52,,,,,dzozŋæ̃tɕiŋ
202,风镜,fon33cin55,,,,,foŋtɕiŋ
202,望远镜,man11yoen11cin11,,man6;maon6;maon6;vaon6,,,imɒŋɦiøtɕiŋ
202,穿衣镜,tsheen33i55cin52,,tshoen1,,,tsʰitɕiŋ
202,拐杖,kua335dzan52,,,,,lkuadzaŋ
202,阳伞,yan11saen55,,yan2;ian1,,,lllɦiaŋsæ̃
202,雨伞,yu115saen52,,,,,lɦyls
202,油布伞,yeu11pu55saen52,,yeu2;yeu6pu5,,,ɦipusæ̃
202,雨伞骨子,yu115saen55kueq5tsy52,,kuēq7;kuoeq7;kuoq7tsy3;tseq7,,伞骨,iɦyskuʔts
202,扇,seen33,,seen5;seen5;seen5;soen5;soen5;soen5,,,s
202,蒲扇,bu11seen55,,bu2;bu2seen5;seen5;seen5;soen5;soen5;soen5,,,bus
202,芭蕉扇,po33ciau55seen52,,seen5;seen5;seen5;soen5;soen5;soen5,,,iipotɕiɒsẽ
202,油纸扇,yeu11tsy55seen52,,yeu2;yeu6seen5;seen5;seen5;soen5;soen5;soen5,,折扇,lɦiɤtssẽ
202,锁,so335,,,,,iso
202,锁老,so335lau52,,lau4;lau6,,门锁的谑称,lsolɒmof
202,插销,tshaeq3shiau52,,,,,itsʰʔiɒ
202,钥匙,yaq1zy52,,,,,lɦiaʔz
202,皮夹,bi11kaeq5,,kaeq7;kaeq7;gaeq8;gaeq8,,,lkbikʔ
202,钱包,dien11pa52,,lien2;jien2pau1,,,ikdʑipɒ
202,书包,shiu33pa52,,pau1,,,ɕypɒ
202,无线电,wu11shien55dien52,,,,电子管收音机,ɦuɕidityk
203,半导体,poen33dau33thi33,,,,,kpdɒtʰipødtʰi
203,电视机,dien11zy11ci11,,,,,lldiẽztɕi
203,电线,dien11shien11,,,,,ldii
203,花线,huo33shien55,,,,以彩色棉线包裹的电线,huoɕiẽlttt
203,开关,khe33kuaen52,,,,,kʰk
203,插头,tshaeq3deu52,,,,,ttsʰʔd
203,插座,tshaeq3zo55,,,,,tsʰʔzo
203,插扑,tshaeq3phoq5,,,,,illtsʰʔpʰoʔ
203,扑落,phoq3loq5,,,,旧词英语词的音译,fipʰoʔloʔllliiluɡ
203,铰链,kau335lien52,,kau5;kau5;kau5;ciau3,,,ikɒliẽ
203,摇皮,yau11bi52,,yau2;yau6,,指门上用的铰链,ɦiɒbiflf
203,卢钮,lu11gnieu55,,,,搭,tlni
203,搭扣,taeq3kheu55,,,,,ftʔkʰ
203,定风钩,din11fon11keu11,,,,,ldiŋfoŋkɤ
203,斫刀,tsoq3tau52,,,,砍柴劈蔑用的刀,
203,篾刀,miq1tau52,,,,劈蔑用刀略小,
203,刀,tau52,,,,刮痧用的小竹刀,tmiftt
203,剪刀,cien335tau52,,,,,ftiẽtɒ
203,斧头,fu335deu52,,,,,f
203,斧,fu335,,,,,
203,锤,zy231,,zy2;dze2,,锤子,
203,榔头,laon11deu52,,,,,
203,榔心,laon11shin52,,,,大锤,tlɒŋɕiŋlk
203,老虎钳,lau115hu55geen52,,lau4;lau6geen2;jien2,,克丝钳,lɒhuiẽtt
203,台钳,the33geen52,,de2geen2;jien2,,安装在桌上的大型夹钳,tddʑiẽtitlktt
203,眉毛钳,mi11mhau55geen52,,me2mhau1;mau2geen2;jien2,,,mimɒdʑiẽ
203,轧剪,gaeq1cien55,,,,理推子,ɡʔtɕiẽtt
203,刨,bau11,,,,刨子,bɒtfa
204,凿,dzoq23,,8boz,&,,zoʔ
204,斜凿,zhia11dzoq5,,8boz,,刀口斜的凿,ʑiadzoʔlf
204,锯,ciu33,,ke5;ke5,,,k
204,钻子,tsoen33tsy55,,tsoen1;tsoen5tsy3;tseq7,,钻,tsø̃tststsʔ
204,钻子头,tsoen33tsy55deu52,,tsoen1;tsoen5tsy3;tseq7,,子,ftsø̃tsdɤtsø̃tsʔdɤff
204,锉刀,tsho33tau33,,,,,tsʰot
204,错钩,tsho33keu33,,cstio5;tshoq7,,钩,
204,扳头,paen33deu52,,,,扳,pæ̃dɤf
204,启钻,chi335tsoen52,,tsoen1;tsoen5,,改锥,kitʰitsf
204,十字启钻,zeq1zy55chi55tsoen52,,tsoen1;tsoen5,,十字改锥,lzʔztɕʰitsttf
204,钉头,tin33deu52,,tin5;tin5,,钉子,tiŋdɤf
204,螺丝,lo11sy52,,,,,tlos
204,螺丝钉,lo11sy55tin52,,tin5;tin5,,,lllostiŋ
204,螺帽,lo11ma55,,ma6;mau6,,,lomɒ
204,销钉,shiau33tin52,,tin5;tin5,,,ɕiɒtiŋf
204,铁丝,thiq3sy52,,,,,tʰiʔs
204,梯子,thi33tsy55,,1;the1tsy3;tseq7,,,tʰttʰtsʔ
204,棚梯,ban11thi52,,1;the1,,双梯,fbaŋtʰ
204,柄头,pin33deu33,,,,把儿,tpiŋdl
204,殿,dien11,,,,楔子,
204,井轴头,cin335jioeq5deu52,,jiog8;dzoq8;jiog8;jioq8;jioq8,,,tɕŋzoʔdi
204,盘,boen231,,,,盘转盘,lbbt
204,轮盘,leen11boen52,,loen2;lin2,,,tlẽb
204,水葫芦,sy335wu55lu52,,sy3;se3,,,ksɦulut
204,指滑轮,tsy335waeq5leen52,,loen2;lin2,,,
204,杠,gan113,,gan4;kaon1;kaon1;kaon5;kaon5;gaon4,,杠棒,ttsʰoŋkɒŋlik
204,扁担,pien335taen52,,taen1;taen5,,,tlpiẽtæ̃
204,杠,gan113,,gan4;kaon1;kaon1;kaon5;kaon5;gaon4,,两头尖的扁担可以扎进稻束中,ttsʰoŋkɒŋlik
204,朵拄,to335tsy52,,ciu5,,休息时用来支住扁担的棍子,
204,篓,leu113,,,,竹编的容器小而深,lɤʑkf
205,竹篓,tsoq3leu55,,,,,tsoʔl
205,克篓,kheq3leu55,,kheoq7;kheoq7,,竹丝编盛鱼虾用,kkʰʔl
205,萝,lo231,,lo2,,箩筐较篓大,
205,竹萝,tsoq3lo52,,lo2,,竹丝编的萝筐,ttsoʔlottt
205,簟篓,dien115leu52,,,,竹篾编的萝筐,
205,泥答,gni11taeq5,,gni2;gni6,,篓上的绳子,
205,蔀,,,,&,孔眼较大的箩筐,
205,斗篮,teu335laen52,,teu5,,有提环的竹篮,tlæ̃ʔf
205,蒲荠斗篮,bu11zhi55teu55laen52,,bu2;bu221112;zhi4teu5,,一种较小较浅的斗篮,bt
205,杭州斗篮,ghaon11tseu55teu55laen52,,teu5,,种较深的斗篮,ɦɒŋtstlæ̃ʑ
205,苗篮,miau11laen52,,,,蔑白编的斗篮小而浅,ilæ̃
205,篮,laen231,,,,盛米用的斗篮较大,bʔlæ̃k
205,升萝,seon33lo52,,lo2,,升,
205,斗,teu335,,teu5,,,tkafklk
205,斗斛,teu335woq54,,teu5,,用升斗量米后用以划去米多余部分的短木棍,
205,车梦,ciu33mon55,,cru1;tsho1,,粮囤,
205,麻袋,mo11de55,,mo2;mo2;mo2;mo2,,,mod
205,袋皮,de11bi11,,,,,dbil
205,叉袋,tsha33de55,,l3tg2;tsho1,,,ytitsʰoɡp
205,型,zhin231,,yin2,,,
205,犁镜,li11cin55,,,,,
205,型轭,zhin11aeq5,,yin2eq7;eq7;eoq7;eq7,,,
205,耙,bo231,,bo6,,,
205,秒,miau231,,,,,tsʰŋ
205,镰刀,lien11tau52,,,,,liẽtɒ
205,茅刀,mau11tau52,,,,砍草用的小弯刀,tɒttl
205,子刀,tsy335tau52,,tsy3;tseq7,,割用小镰刀,ltɕiʔtsʔtɒtɕiʔtsʔtɒltt
205,锄头,zy11deu52,,zy2;dzu2,,,zʔdɤ
205,半山,poen33saen33,,,,大镐,lpsæ̃
206,山株,saen33tsy52,,tsy1;ciu1,,,lksæ̃ts
206,洋镐,yan11kau52,,,,,ɦiaŋkɒ
206,洋三角,yan11saen55koq54,,,,,iffɦiaŋsæ̃koʔ
206,铁铲,thiq3tshaen55,,,,,fttʰiʔtsʰ
206,铁锨,thiq3shien52,,,,,
206,航锨,ghaon11shien52,,,,铲田的铁锨平头,
206,菜锸,tshe33tshaeq3,,,,短柄小锹种菜用,
206,双齿,saon33tshy55,,,,双齿钉耙,iksɒŋtsʰt
206,铁,thiq45,,,,四齿钉耙,tʰiʔtsaʔll
206,钉耙,tin33bo52,,tin5;tin5bo6,,多齿钉耙,
206,稻叉,dau115tsha52,,l3tg2;tsho1,,带双齿搬运稻束用,dɒtsʰoii
206,铡刀,zaeq1tau52,,,,,
206,磨,mo231,,mo2;mo2;mo2;mo6,,,mo
206,筛,sy52,,sy1;sa1,,,loŋslll
206,筛,sy52,,sy1;sa1,,,loŋslll
206,筛眼较大,sy33ngaen55kau55da52,,sy1;sa1cnpy;tcdo6,,筛谷出米用,
206,米筛,mi115sy52,,sy1;sa1,,,kmi
206,格筛,kaq3sy52,,kaq7;kaeq7sy1;sa1,,筛眼略小筛米出糠用,
