split	page	row_index	hanzi	wupin	ipa	ipa_digits	image	quality	match_score	candidate_headword	pdf_text	crop_bbox	tone_position	tone_upper_components	tone_lower_components	tone_paired_components	tone_baseline_y
train	127	8	生地	san33di55	saŋ³³di⁵⁵	saŋ33di55	train/images/page_127_0008.png	matched	1.0	生地	生地sa!Jnd i ~i	(279.0, 471.0, 361.0, 510.25)	both_upper_lower	4	2	1	114.79
train	127	9	杂地	dzaq1di55	dzaʔ¹di⁵⁵	dzaʔ1di55	train/images/page_127_0009.png	matched	1.0	杂地	杂地dza?f'drn 有石块的荒地。	(255.0, 509.0, 360.0, 548.25)	both_upper_lower	3	1	2	118.64
train	127	10	沙地	so33di55	sɒ³³di⁵⁵	sɒ33di55	train/images/page_127_0010.png	matched	1.0	沙地	沙地SOjM谌泡边含沙的耕地。	(255.0, 549.0, 353.0, 587.0)	both_upper_lower	8	3	5	112.96
train	127	11	陷沙地	ghaen11so11di11	ɦæ̃¹¹sɒ¹¹di¹¹	ɦæ̃11sɒ11di11	train/images/page_127_0011.png	matched	1.0	陷沙地	"陷沙地fire 11s0扞di "" 能陷入人市的沙地。"	(280.0000915527344, 587.0, 423.0000915527344, 625.0)	upper_only	10	0	0	117.88
train	127	12	碱子地	kaen335tsy55di52	kæ̃³³⁵tsɿ⁵⁵di⁵²	kæ̃335tsɿ55di52	train/images/page_127_0012.png	matched	0.6667	碱千地	碱千地K无335 tse?15 di且盐碱地。	(280.0000915527344, 626.0, 399.0, 661.5)	both_upper_lower	5	1	2	107.95
review	127	13	𡍪头	tshaeq3deu52	tsʰæʔ³də⁵²	tsʰæʔ3də52	review/images/page_127_0013.png	weak_match	0.5	插头	插头tS11无许d设边介］地。	(254.0, 665.0, 334.0, 703.0)	both_upper_lower	2	1	1	114.10
review	127	14	疄	lin231	liŋ²³¹	liŋ231	review/images/page_127_0014.png	promoted_low_cer0.2	0.0	啖	啖1 itJ231畦。	(231.0, 704.0, 311.0, 738.25)	upper_only	4	0	0	109.77
review	127	15	槽	zau231	zɤ²³¹	zɤ231	review/images/page_127_0015.png	promoted_low_cer0.2	0.0	柏	柏20231地缝、地沟。	(232.0, 743.0, 303.0, 778.5)	upper_only	3	0	0	109.14
train	127	16	坛场	daen11dzan52	dæ̃¹¹dzaŋ⁵²	dæ̃11dzaŋ52	train/images/page_127_0016.png	matched	1.0	坛场	坛场d元if1 dzal)铲可排放什物的空旷地。	(256.0, 782.0, 350.0, 821.25)	both_upper_lower	1	2	1	119.42
train	127	17	晒场	sa33dzan33	sa³³dzaŋ³³	sa33dzaŋ33	train/images/page_127_0017.png	matched	1.0	晒场	晒场sa33dzalJ铲［原晒农作物的场地n	(256.0, 822.0, 335.0, 858.75)	lower_only	2	1	0	115.25
train	127	19	山头	saen33deu55	sæ̃³³də⁵⁵	sæ̃33də55	train/images/page_127_0019.png	matched	1.0	山头	山头s諒d讨	(256.0, 938.0, 343.0, 976.0)	both_upper_lower	4	2	4	115.64
review	127	20	山顶	saen33tin33	sæ̃³³tiŋ³³	sæ̃33tiŋ33	review/images/page_127_0020.png	weak_match	0.5	山	山顶s諒til)铲	(254.0, 978.0, 345.0, 1014.75)	both_upper_lower	4	4	4	109.02
review	127	21	山脊	saen33ciq5	sæ̃³³tɕiʔ⁵	sæ̃33tɕiʔ5	review/images/page_127_0021.png	weak_match	0.5	山	山脊s諒tcie?;s 高山顶l寸象脊骨的凸起处。	(230.0, 1015.0, 346.0, 1054.25)	both_upper_lower	7	1	1	122.62
review	127	22	山岗	saen33kaon52	sæ̃³³kɒŋ⁵²	sæ̃33kɒŋ52	review/images/page_127_0022.png	weak_match	0.5	山	山岗s諒kDIJ52 平坦的山顶。	(231.0, 1055.0, 347.0, 1093.0)	lower_only	1	2	0	116.62
train	127	24	山脚	saen33ciaq5	sæ̃³³tɕiaʔ⁵	sæ̃33tɕiaʔ5	train/images/page_127_0024.png	matched	1.0	山脚	山脚s志如a?;s	(257.0, 1135.0, 360.0, 1170.5)	both_upper_lower	4	3	5	111.47
review	127	25	山岙	saen52au55	sæ̃⁵²ɤ⁵⁵	sæ̃52ɤ55	review/images/page_127_0025.png	weak_match	0.5	山吞	山吞s志础山间平地。	(257.0, 1173.0, 355.0, 1212.25)	both_upper_lower	4	4	7	115.87
review	127	26	山峧	saen33gau55	sæ̃³³ɡɤ⁵⁵	sæ̃33ɡɤ55	review/images/page_127_0026.png	weak_match	0.5	山皎	山皎s諒go甘	(281.0, 1212.0, 362.0, 1251.25)	upper_only	2	0	0	122.57
review	127	27	峧里	gau11li11	ɡɤ¹¹li¹¹	ɡɤ11li11	review/images/page_127_0027.png	weak_match	0.5	皎里	皎里go 1 1 li炉高处山口。	(257.0, 1250.0, 355.0, 1286.75)	upper_only	7	0	0	120.31
train	127	28	山窠罗	saen33kho55lo52	sæ̃³³kʰɒ⁵⁵lɒ⁵²	sæ̃33kʰɒ55lɒ52	train/images/page_127_0028.png	matched	0.6667	山寀罗	山寀罗s諒kh咄lo铲山沟。	(287.0, 1289.0, 393.0, 1328.25)	upper_only	2	0	0	121.01
val	128	0	山窝窝	saen33u55u52	sæ̃³³u⁵⁵u⁵²	sæ̃33u55u52	val/images/page_128_0000.png	matched	1.0	山窝窝	山窝窝s昢o~~。51	(247.00010681152344, 187.0, 342.0, 223.75)	both_upper_lower	6	8	14	116.29
review	128	1	山里	saen33li55	sæ̃³³li⁵⁵	sæ̃33li55	review/images/page_128_0001.png	weak_match	0.5	山纠	山纠s諒Ii扩	(200.0, 227.0, 276.0, 263.75)	both_upper_lower	6	5	8	106.95
review	128	4	山洞	saen33don55	sæ̃³³doŋ⁵⁵	sæ̃33doŋ55	review/images/page_128_0004.png	weak_match	0.5	山涓	山涓s諒doIJ县	(201.0, 343.0, 277.0, 382.25)	lower_only	2	1	0	117.83
review	128	5	地洞	di11don11	di¹¹doŋ¹¹	di11doŋ11	review/images/page_128_0005.png	weak_match	0.5	地	地涧di11d01J11	(178.0, 383.0, 285.0, 418.5)	upper_only	3	0	0	113.06
review	128	6	石宕	zaq1dan55	zaʔ¹dɒŋ⁵⁵	zaʔ1dɒŋ55	review/images/page_128_0006.png	weak_match	0.5	石	石',/; za?T3 dOIJ甘采石场	(201.99998474121094, 422.0, 286.0, 458.75)	both_upper_lower	2	2	2	111.41
val	128	7	溪沟	chi33keu52	tɕʰi³³kə⁵²	tɕʰi33kə52	val/images/page_128_0007.png	matched	1.0	溪沟	溪沟tc哺k¥S2山溪。	(202.0, 461.0, 304.0, 497.75)	both_upper_lower	6	2	4	110.17
val	128	8	溪滩	chi33thaen52	tɕʰi³³tʰæ̃⁵²	tɕʰi33tʰæ̃52	val/images/page_128_0008.png	matched	1.0	溪滩	溪滩t砂ifa咙”	(226.0, 500.0, 324.0, 538.0)	both_upper_lower	6	2	4	108.47
val	128	9	溪坑	chi33khan52	tɕʰi³³kʰaŋ⁵²	tɕʰi33kʰaŋ52	val/images/page_128_0009.png	matched	1.0	溪坑	溪坑tc嚼k11a1J52	(227.0, 538.0, 336.0, 574.75)	both_upper_lower	7	2	3	114.29
review	128	10	石䃮	zaq1daeq5	zaʔ¹dæʔ⁵	zaʔ1dæʔ5	review/images/page_128_0010.png	weak_match	0.5	石砒	石砒za汗d汜背溪沟l过入时供踏脚的石块。	(204.0, 576.0, 280.0, 615.25)	both_upper_lower	4	1	3	125.32
val	128	11	泉水	jien11sy55	dʑiẽ¹¹sɿ⁵⁵	dʑiẽ11sɿ55	val/images/page_128_0011.png	matched	1.0	泉水	泉水d~固' s裕｀	(202.0, 617.0, 273.0, 655.0)	both_upper_lower	4	2	2	112.86
review	128	13	海	he335	hᴇ³³⁵	hᴇ335	review/images/page_128_0013.png	promoted_low_cer0.2	0.0	泭	泭h百)S	(180.0, 735.0, 228.0, 766.75)	upper_only	3	0	0	105.29
val	128	15	沙滩	so33thaen52	sɒ³³tʰæ̃⁵²	sɒ33tʰæ̃52	val/images/page_128_0015.png	matched	1.0	沙滩	沙滩so1沪昢	(204.0, 812.0, 290.0, 851.25)	both_upper_lower	5	4	8	112.99
val	128	17	潮水	dzau11sy55	dzɤ¹¹sɿ⁵⁵	dzɤ11sɿ55	val/images/page_128_0017.png	matched	1.0	潮水	潮水dzo铲罚岁	(204.0, 890.0, 278.0, 928.0)	upper_only	3	0	0	109.51
val	128	18	浪头	laon11deu11	lɒŋ¹¹də¹¹	lɒŋ11də11	val/images/page_128_0018.png	matched	1.0	浪头	浪头ID l)1 1d础波底	(205.0, 928.0, 309.0, 964.75)	both_upper_lower	4	2	3	114.41
review	128	19	波浪	po33laon55	pɒ³³lɒŋ⁵⁵	pɒ33lɒŋ55	review/images/page_128_0019.png	weak_match	0.5	波底	浪头ID l)1 1d础波底	(375.0, 928.0, 403.0, 964.75)	upper_only	1	0	0	130.50
review	128	20	河港	gho11kaon55	ɦɒ¹¹kɒŋ⁵⁵	ɦɒ11kɒŋ55	review/images/page_128_0020.png	weak_match	0.5	河沿	河沿fio铲kolJ货(I ) 河流。(2 ) 水乡中诃湖港湾的统称。	(206.0, 1005.0, 287.0, 1044.25)	both_upper_lower	3	3	4	125.24
review	128	22	汊港	tsho33kaon33	tsʰɒ³³kɒŋ³³	tsʰɒ33kɒŋ33	review/images/page_128_0022.png	weak_match	0.5	湖港	湖港fiu轩kOI)阳	(230.0, 1047.0, 312.0, 1083.75)	both_upper_lower	5	3	5	109.20
review	128	28	湖荡	wu11dan55	ɦu¹¹dɒŋ⁵⁵	ɦu11dɒŋ55	review/images/page_128_0028.png	weak_match	0.5	湖	湖fium	(184.0, 1281.0, 231.0, 1315.25)	upper_only	4	0	0	111.01
review	129	0	荡	dan11	dɒŋ¹¹	dɒŋ11	review/images/page_129_0000.png	promoted_low_cer0.2	0.0	汤	汤doJJ 'J.l 小刺，司种必养鱼	(225.0, 159.0, 296.0, 198.25)	upper_only	3	0	0	117.63
test	129	1	锻	toen33	tø̃³³	tø̃33	test/images/page_129_0001.png	matched	1.0	锻	"锻t0"" 深漳c"	(229.0, 199.0, 300.0, 237.0)	upper_only	6	0	0	115.14
test	129	3	大水	do11sy11	dɒ¹¹sɿ¹¹	dɒ11sɿ11	test/images/page_129_0003.png	matched	1.0	大水	大水do 11罚铲洪水。	(250.0, 276.0, 348.0, 314.0)	both_upper_lower	3	5	5	116.64
review	129	4	涂	du231	du²³¹	du231	review/images/page_129_0004.png	promoted_low_cer0.2	0.0	余	i余du卫1、河湖ljI 的小洲。	(226.0, 354.0, 297.0, 389.5)	upper_only	5	0	0	115.98
test	129	5	岸顶头	ngeen11teon11deu11	ŋẽ¹¹təŋ¹¹də¹¹	ŋẽ11təŋ11də11	test/images/page_129_0005.png	matched	0.6667	岸顷头	岸顷头l)e 11 tJI)铲( -i1J )d戏1、河岸。	(274.0002136230469, 393.0, 426.0002136230469, 428.5)	both_upper_lower	5	2	4	115.22
test	129	6	河滩	gho11thaen52	ɦɒ¹¹tʰæ̃⁵²	ɦɒ11tʰæ̃52	test/images/page_129_0006.png	matched	1.0	河滩	河滩fi_础th歪	(251.0, 431.0, 346.0, 467.75)	both_upper_lower	6	1	1	115.61
review	129	7	河沿	gho11yen52	ɦɒ¹¹ɦẽ⁵²	ɦɒ11ɦẽ52	review/images/page_129_0007.png	weak_match	0.5	诃沿	诃沿［头] fio科' fii拟[d示;' ]711J边c	(252.0, 471.0, 355.0, 510.25)	lower_only	4	2	0	110.79
review	129	8	河墈	gho11kheen52	ɦɒ¹¹kʰẽ⁵²	ɦɒ11kʰẽ52	review/images/page_129_0008.png	weak_match	0.5	河堋	河堋［头]fio铲k'飞眈[d戏＇］陡峻的河片	(252.0, 510.0, 352.0, 548.0)	both_upper_lower	4	2	3	112.64
test	129	9	河埠头	gho11bu55deu52	ɦɒ¹¹bu⁵⁵də⁵²	ɦɒ11bu55də52	test/images/page_129_0009.png	matched	1.0	河埠头	河埠头fio和bu甘d¥铲河上可供上下船、洗衣洗菜的小码头c	(275.0, 549.0, 409.0, 588.25)	both_upper_lower	4	6	8	111.08
test	129	10	埠头	bu11deu11	bu¹¹də¹¹	bu11də11	test/images/page_129_0010.png	matched	1.0	埠头	埠头bu 11d咄	(276.0, 588.0, 361.0, 624.75)	both_upper_lower	4	2	4	112.15
test	129	11	桥	jiau231	dʑiɤ²³¹	dʑiɤ231	test/images/page_129_0011.png	matched	1.0	桥	桥d~io231	(229.0, 666.0, 294.00006103515625, 702.75)	upper_only	4	0	0	114.63
test	129	12	桥头	jiau11deu52	dʑiɤ¹¹də⁵²	dʑiɤ11də52	test/images/page_129_0012.png	matched	1.0	桥头	桥头d~io和dY甘桥边。	(252.0, 705.0, 341.0, 743.0)	both_upper_lower	3	1	1	109.07
test	129	13	桥脚	jiau11ciaq5	dʑiɤ¹¹tɕiaʔ⁵	dʑiɤ11tɕiaʔ5	test/images/page_129_0013.png	matched	1.0	桥脚	桥脚d~io甘t<;ia?15 桥档和岸的结合处。	(252.0, 744.0, 386.0, 782.0)	both_upper_lower	6	2	2	116.06
test	129	14	堍头	thu33deu33	tʰu³³də³³	tʰu33də33	test/images/page_129_0014.png	matched	1.0	堍头	堍头thu33d戏桥梁起级的地方。	(252.0, 783.0, 359.0, 821.0)	both_upper_lower	5	1	2	112.78
test	129	15	城墙	dzeon11jian52	dzəŋ¹¹dʑiaŋ⁵²	dzəŋ11dʑiaŋ52	test/images/page_129_0015.png	matched	1.0	城墙	城墙dz;;,l)和d~iaIJ智	(253.0, 823.0, 373.0, 861.0)	both_upper_lower	4	2	1	112.50
test	129	16	堤	di231	di²³¹	di231	test/images/page_129_0016.png	matched	1.0	堤	堤di丑I	(230.0, 862.0, 271.0, 895.0)	upper_only	4	0	0	110.94
test	129	17	箭头	cien33deu33	tɕiẽ³³də³³	tɕiẽ33də33	test/images/page_129_0017.png	matched	1.0	箭头	箭头t<;i e3'd咄和悔堤仇父的小堤，用以防止潮水直接冲刷堤岸	(253.0, 900.0, 378.0, 938.0)	both_upper_lower	5	4	6	113.49
test	129	18	坝	po33	pɒ³³	pɒ33	test/images/page_129_0018.png	matched	1.0	坝	坝po.13筑仁才、／水，以促的水位，但船只囚此盂靠人力拖拉过坝(.,	(230.0, 938.0, 292.0, 976.0)	upper_only	3	0	0	128.97
test	129	19	堰	ien33	iẽ³³	iẽ33	test/images/page_129_0019.png	matched	1.0	堰	堰ie3J 低坝。	(230.0, 978.0, 301.0, 1014.75)	upper_only	2	0	0	115.53
test	129	20	埂城	kan335dzeon52	kaŋ³³⁵dzəŋ⁵²	kaŋ335dzəŋ52	test/images/page_129_0020.png	matched	1.0	埂城	埂城kaIJ335 dz;;,IJ智禹诃远的堤c	(255.0, 1017.0, 355.0, 1053.75)	lower_only	3	1	0	116.74
review	129	21	海塘	he335daon52	hᴇ³³⁵dɒŋ⁵²	hᴇ335dɒŋ52	review/images/page_129_0021.png	promoted_low_cer0.2	0.0	悔腴	悔腴h甘35dOI)智悔堤C	(255.0, 1056.0, 335.0, 1092.75)	lower_only	2	2	0	115.26
test	129	22	堤塘	di11daon52	di¹¹dɒŋ⁵²	di11dɒŋ52	test/images/page_129_0022.png	matched	1.0	堤塘	堤塘di和dolJ铲	(279.0, 1096.0, 354.0, 1135.25)	both_upper_lower	4	3	5	115.50
test	129	23	闸	zaeq23	zæʔ²³	zæʔ23	test/images/page_129_0023.png	matched	1.0	闸	闸z无产指水闸c	(229.0, 1135.0, 300.0, 1173.0)	upper_only	3	0	0	117.58
test	129	24	树林	zhiu11lin11	ʑy¹¹liŋ¹¹	ʑy11liŋ11	test/images/page_129_0024.png	matched	1.0	树林	"树林［莲] ~y "" liJJ ii' [botJ铲］"	(255.0, 1213.0, 362.0, 1252.25)	upper_only	2	0	0	119.30
review	129	25	树蓬	zhiu11bon11	ʑy¹¹boŋ¹¹	ʑy11boŋ11	review/images/page_129_0025.png	weak_match	0.5	树注	树注¥y 11 bOIJ铲	(279.0, 1252.0, 352.0, 1288.75)	lower_only	1	1	0	112.92
test	129	26	竹林	tsoq3lin52	tsoʔ³liŋ⁵²	tsoʔ3liŋ52	test/images/page_129_0026.png	matched	1.0	竹林	竹林tso?15 li1J铲	(255.0, 1291.0, 334.0, 1329.0)	both_upper_lower	2	2	1	110.90
train	130	0	竹林蓬	tsoq3lin55bon52	tsoʔ³liŋ⁵⁵boŋ⁵²	tsoʔ3liŋ55boŋ52	train/images/page_130_0000.png	matched	0.6667	竹林迕	竹林迕t so?吓啸bolJ钓	(251.0, 189.0, 387.0, 228.25)	both_upper_lower	6	5	6	111.25
review	130	1	草地	tshau335di52	tsʰɤ³³⁵di⁵²	tsʰɤ335di52	review/images/page_130_0001.png	weak_match	0.5	冲地	冲地ts 11o335d i片	(205.0, 227.0, 281.0, 261.25)	upper_only	4	0	0	113.94
review	130	4	景致	cin335tsy52	tɕiŋ³³⁵tsɿ⁵²	tɕiŋ335tsɿ52	review/images/page_130_0004.png	weak_match	0.5	以致	以致t epi f.J 335ts代风扇u	(204.0, 345.0, 277.0, 380.5)	lower_only	4	1	0	114.10
review	130	5	禹陵	yu115lin52	ɦy¹¹⁵liŋ⁵²	ɦy115liŋ52	review/images/page_130_0005.png	weak_match	0.5	禹皎	禹皎fiy :: 皿I iIJ铲传说中1古时夏禹埋骨之处C 在城外东南郊r	(206.0, 422.0, 322.0, 462.5)	both_upper_lower	7	5	10	116.02
review	130	7	沈园	seen335yoen52	sẽ³³⁵ɦiø̃⁵²	sẽ335ɦiø̃52	review/images/page_130_0007.png	weak_match	0.5	沈同	沈同se叮诫钳相传南宋队拍曾fr l刓巾为前女题词《钗头风》在	(205.0, 539.0, 339.0, 578.25)	both_upper_lower	7	2	4	115.63
train	130	8	东湖	ton33wu52	toŋ³³ɦu⁵²	toŋ33ɦu52	train/images/page_130_0008.png	matched	1.0	东湖	东湖tOl) \rnu碧汉以后仵节地采石，节成探湖，以陡店壁，丫、湖	(207.0, 617.0, 314.0, 656.25)	both_upper_lower	5	2	3	120.70
review	130	9	鉴湖	cien33wu33	tɕiẽ³³ɦu³³	tɕiẽ33ɦu33	review/images/page_130_0009.png	weak_match	0.5	鉴曲	鉴曲tc;; ie31 fiu轩门汉以来｀鉴湖行月即们“人在锐中、舟1 」仰l	(209.0, 696.0, 284.0, 734.0)	upper_only	3	0	0	120.32
review	130	10	金子	cin33tsy55	tɕiŋ³³tsɿ⁵⁵	tɕiŋ33tsɿ55	review/images/page_130_0010.png	weak_match	0.5	金千	金千tc;i I)沿s1~~s	(208.0, 850.4135131835938, 306.00006103515625, 890.760498046875)	lower_only	6	1	0	127.81
review	130	11	白金	baq1cin52	baʔ¹tɕiŋ⁵²	baʔ1tɕiŋ52	review/images/page_130_0011.png	weak_match	0.5	金	(1 金ba?r1 t如i 1J52 t(I 	(208.0, 885.2750244140625, 324.0, 929.8770141601562)	upper_only	6	0	0	148.54
review	130	12	银子	gnin11tsy55	ȵiŋ¹¹tsɿ⁵⁵	ȵiŋ11tsɿ55	review/images/page_130_0012.png	weak_match	0.5	银	银(- O,iJJ和ts儒	(209.00021362304688, 931.0, 310.0, 969.0)	both_upper_lower	10	1	6	114.61
review	130	13	铜	don231	doŋ²³¹	doŋ231	review/images/page_130_0013.png	promoted_low_cer0.2	0.0	斩	斩I do旷＇	(183.0, 970.0, 244.0, 1009.25)	upper_only	3	0	0	115.59
train	130	14	紫铜	tsy335don52	tsɿ³³⁵doŋ⁵²	tsɿ335doŋ52	train/images/page_130_0014.png	matched	1.0	紫铜	紫铜tS'}mdOI)~~'纯'rl11J n 	(210.0, 1009.0, 324.0, 1047.0)	both_upper_lower	6	5	6	114.85
review	130	16	黄铜	huaon33don52	huɒŋ³³doŋ⁵²	huɒŋ33doŋ52	review/images/page_130_0016.png	weak_match	0.5	员铜	员铜fiUOIJ铲do1J il 1'i喇锌合金­	(210.0, 1087.0, 335.0, 1126.25)	both_upper_lower	6	3	8	117.04
review	130	17	铁	thiq45	tʰiʔ⁴⁵	tʰiʔ45	review/images/page_130_0017.png	promoted_low_cer0.2	0.0	饮	饮th ie?4S	(186.0, 1126.0, 248.0, 1159.0)	upper_only	4	0	0	110.04
review	130	19	熟铁	zoq1thiq5	zoʔ¹tʰiʔ⁵	zoʔ1tʰiʔ5	review/images/page_130_0019.png	weak_match	0.5	孰铁	孰铁zo?叶ie?~s	(210.0, 1203.0, 317.0, 1241.0)	both_upper_lower	7	1	1	114.60
train	131	1	钢宗	kaon33tson52	kɒŋ³³tsoŋ⁵²	kɒŋ33tsoŋ52	train/images/page_131_0001.png	matched	1.0	钢宗	钢宗k otJ昔tSOIJ 5~ 指铝合金，	(246.0, 199.0, 366.0, 237.0)	both_upper_lower	4	1	2	117.33
review	131	3	玉石	gnioq1zaq5	ȵioʔ¹zaʔ⁵	ȵioʔ1zaʔ5	review/images/page_131_0003.png	weak_match	0.5	上石	上石l),i0?~·1zan飞	(248.0, 316.0, 344.0, 351.5)	both_upper_lower	5	1	1	113.02
review	131	4	水晶	sy335cin52	sɿ³³⁵tɕiŋ⁵²	sɿ335tɕiŋ52	review/images/page_131_0004.png	weak_match	0.5	水品	水品s1335t~旷	(246.0, 355.0, 338.0, 390.5)	upper_only	7	0	0	116.96
train	131	5	翡翠	fi335tshe52	fi³³⁵tsʰᴇ⁵²	fi335tsʰᴇ52	train/images/page_131_0005.png	matched	1.0	翡翠	翡翠fi335ts压铲	(247.0, 393.0, 318.0, 429.75)	upper_only	2	0	0	115.33
train	131	6	玛瑙	mo115nau52	mɒ¹¹⁵nɤ⁵²	mɒ115nɤ52	train/images/page_131_0006.png	matched	1.0	玛瑙	玛瑙mo盄no灼	(247.0, 433.0, 322.0, 471.0)	both_upper_lower	3	3	6	116.88
train	131	7	珊瑚	saen33wu52	sæ̃³³ɦu⁵²	sæ̃33ɦu52	train/images/page_131_0007.png	matched	1.0	珊瑚	珊瑚s无邯u铲	(247.0, 472.0, 334.0, 510.0)	both_upper_lower	3	6	8	116.86
train	131	8	珍珠	tseen33ciu52	tsẽ³³tɕy⁵²	tsẽ33tɕy52	train/images/page_131_0008.png	matched	1.0	珍珠	珍珠ts睬t¥y52	(248.0, 511.0, 336.0, 549.0)	upper_only	4	0	0	120.47
review	131	9	硫黄	lieu11waon52	liə¹¹ɦɒŋ⁵²	liə11ɦɒŋ52	review/images/page_131_0009.png	weak_match	0.5	硫员	硫员li¥ifI fiUOl)茬	(248.0, 550.0, 344.0, 588.0)	both_upper_lower	4	2	1	115.82
review	131	10	矾	vaen231	væ̃²³¹	væ̃231	review/images/page_131_0010.png	promoted_low_cer0.2	0.0	孙	孙Lv志31	(218.0, 590.0, 275.0, 623.0)	lower_only	3	1	0	109.05
train	131	12	吸铁石	shiq3thiq5zaq54	ɕiʔ³tʰiʔ⁵zaʔ⁵⁴	ɕiʔ3tʰiʔ5zaʔ54	train/images/page_131_0012.png	matched	1.0	吸铁石	吸铁石¥ ie?汗i c?~5za?~! 磁石。	(272.0000915527344, 667.0, 424.0000915527344, 705.0)	both_upper_lower	10	4	4	109.70
train	131	13	气	chi33	tɕʰi³³	tɕʰi33	train/images/page_131_0013.png	matched	1.0	气	气t~hjll	(225.0, 745.0, 276.0, 778.0)	upper_only	5	0	0	115.40
train	131	15	石头	zaq1deu52	zaʔ¹də⁵²	zaʔ1də52	train/images/page_131_0015.png	matched	1.0	石头	石头za汗d设	(248.0, 824.0, 343.0, 862.0)	both_upper_lower	6	4	6	109.16
review	131	16	石子	zaq1tsy55	zaʔ¹tsɿ⁵⁵	zaʔ1tsɿ55	review/images/page_131_0016.png	weak_match	0.5	石	石f za?f3 ts1~r 小兀头	(224.0, 863.0, 331.0, 902.25)	both_upper_lower	5	4	3	110.95
train	131	17	鹅卵石	ngo11loen55zaq54	ŋɒ¹¹lø̃⁵⁵zaʔ⁵⁴	ŋɒ11lø̃55zaʔ54	train/images/page_131_0017.png	matched	1.0	鹅卵石	鹅卵石1)0和1础za?抖	(272.0000915527344, 902.0, 388.0, 940.0)	both_upper_lower	7	1	2	113.25
train	131	18	石块	zaq1khue55	zaʔ¹kʰuᴇ⁵⁵	zaʔ1kʰuᴇ55	train/images/page_131_0018.png	matched	1.0	石块	石块za汗k11uE1~	(249.0, 940.0, 359.0, 978.0)	both_upper_lower	5	5	6	114.85
train	131	19	石条	zaq1diau52	zaʔ¹diɤ⁵²	zaʔ1diɤ52	train/images/page_131_0019.png	matched	1.0	石条	石条za?P dio智	(248.0, 980.0, 326.0, 1018.0)	both_upper_lower	4	1	1	112.28
train	131	20	石板	zaq1paen55	zaʔ¹pæ̃⁵⁵	zaʔ1pæ̃55	train/images/page_131_0020.png	matched	1.0	石板	石板za怀p諒5	(248.0, 1019.0, 348.0, 1054.5)	both_upper_lower	7	1	2	115.25
train	131	21	呛爿石	chian33baen33zaq3	tɕʰiaŋ³³bæ̃³³zaʔ³	tɕʰiaŋ33bæ̃33zaʔ3	train/images/page_131_0021.png	matched	0.6667	呛引石	呛引石砃iaIJ33b郅za?~3石片。	(279.0000915527344, 1057.0, 361.0, 1095.0)	upper_only	3	0	0	122.23
train	131	22	沙	so52	sɒ⁵²	sɒ52	train/images/page_131_0022.png	matched	1.0	沙	沙SOs2沙了飞	(225.0, 1098.0, 287.0, 1132.25)	upper_only	3	0	0	112.28
train	131	23	石沙	zaq1so52	zaʔ¹sɒ⁵²	zaʔ1sɒ52	train/images/page_131_0023.png	matched	1.0	石沙	石沙za?f3so52 沙石L	(249.0, 1137.0, 345.0, 1173.75)	both_upper_lower	4	1	2	115.59
train	131	24	沙泥	so33gni52	sɒ³³ȵi⁵²	sɒ33ȵi52	train/images/page_131_0024.png	matched	1.0	沙泥	沙泥so勋翡多沙石的泥I飞	(249.0, 1175.0, 347.0, 1214.25)	both_upper_lower	6	1	2	121.61
review	131	25	泥沙	gni11so52	ȵi¹¹sɒ⁵²	ȵi11sɒ52	review/images/page_131_0025.png	weak_match	0.5	泥沙几邯	泥沙几邯sosz	(319.0, 1215.0, 354.00018310546875, 1249.25)	upper_only	3	0	0	116.19
train	131	26	陷沙	ghaen11so11	ɦæ̃¹¹sɒ¹¹	ɦæ̃11sɒ11	train/images/page_131_0026.png	matched	1.0	陷沙	陷沙fire11S0n 陷人的稀泥沙c	(249.0, 1253.0, 340.0, 1291.0)	no_detected_tone_digits	0	0	0	116.45
review	131	27	湖泥	wu11gni52	ɦu¹¹ȵi⁵²	ɦu11ȵi52	review/images/page_131_0027.png	weak_match	0.5	湖泥肘扭	湖泥肘扭i甘泥巴。	(316.0, 1292.0, 412.0, 1331.25)	upper_only	2	0	0	116.90
review	132	1	埲尘	bon115dzeen52	boŋ¹¹⁵dzẽ⁵²	boŋ115dzẽ52	review/images/page_132_0001.png	weak_match	0.5	坪尘	"坪尘botJ盄z础(l ) 灰t ""( 2) 扬尘。"	(186.0, 223.0, 320.0, 264.75)	both_upper_lower	7	5	14	133.53
train	132	2	灰	hue52	huᴇ⁵²	huᴇ52	train/images/page_132_0002.png	matched	1.0	灰	"坪尘botJ盄z础(l ) 灰t ""( 2) 扬尘。"	(398.0, 223.0, 469.0, 264.75)	lower_only	0	2	0	105.94
review	132	3	锈	shieu33	ɕiə³³	ɕiə33	review/images/page_132_0003.png	weak_match	0.5	铁锈	诱c;;i¥ 33指铁锈（	(302.0, 304.0, 330.0, 339.5)	no_detected_tone_digits	0	0	0	139.18
train	132	4	铜绿	don11loq5	doŋ¹¹loʔ⁵	doŋ11loʔ5	train/images/page_132_0004.png	matched	1.0	铜绿	铜绿dotJ和Ion' 指铜锈。	(188.0, 343.0, 295.0, 382.25)	both_upper_lower	5	2	3	117.42
